timestamp,message
1767550993819,"#11 7.667 Progress (1): 1.4 kBProgress (1): 3.0 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/slf4j/slf4j-api/1.5.6/slf4j-api-1.5.6.pom (3.0 kB at 142 kB/s)
"
1767550993819,"#11 7.676 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/slf4j/jcl-over-slf4j/1.5.6/jcl-over-slf4j-1.5.6.pom
"
1767550993819,"#11 7.695 Downloading from central: https://repo.maven.apache.org/maven2/org/slf4j/jcl-over-slf4j/1.5.6/jcl-over-slf4j-1.5.6.pom
"
1767550993819,"#11 7.717 Progress (1): 1.4 kBProgress (1): 2.2 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/slf4j/jcl-over-slf4j/1.5.6/jcl-over-slf4j-1.5.6.pom (2.2 kB at 90 kB/s)
"
1767550993819,"#11 7.723 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/reporting/maven-reporting-api/2.2.1/maven-reporting-api-2.2.1.pom
"
1767550993819,"#11 7.740 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-api/2.2.1/maven-reporting-api-2.2.1.pom
"
1767550993819,"#11 7.760 Progress (1): 820 BProgress (1): 1.9 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-api/2.2.1/maven-reporting-api-2.2.1.pom (1.9 kB at 84 kB/s)
"
1767550993819,"#11 7.766 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/reporting/maven-reporting/2.2.1/maven-reporting-2.2.1.pom
"
1767550993819,"#11 7.785 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting/2.2.1/maven-reporting-2.2.1.pom
"
1767550993819,"#11 7.806 Progress (1): 832 BProgress (1): 1.4 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting/2.2.1/maven-reporting-2.2.1.pom (1.4 kB at 60 kB/s)
"
1767550993819,"#11 7.819 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/doxia/doxia-sink-api/1.1/doxia-sink-api-1.1.pom
"
1767550993819,"#11 7.836 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.1/doxia-sink-api-1.1.pom
"
1767550993819,"#11 7.857 Progress (1): 820 BProgress (1): 2.0 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.1/doxia-sink-api-1.1.pom (2.0 kB at 85 kB/s)
"
1767550993819,"#11 7.864 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/doxia/doxia/1.1/doxia-1.1.pom
"
1767550993819,"#11 7.882 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia/1.1/doxia-1.1.pom
"
1767550993819,"#11 7.907 Progress (1): 799 BProgress (1): 2.2 kBProgress (1): 3.2 kBProgress (1): 6.3 kBProgress (1): 11 kB Progress (1): 14 kBProgress (1): 15 kB                   Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia/1.1/doxia-1.1.pom (15 kB at 584 kB/s)
"
1767550993819,"#11 7.914 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/doxia/doxia-logging-api/1.1/doxia-logging-api-1.1.pom
"
1767550993819,"#11 7.932 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-logging-api/1.1/doxia-logging-api-1.1.pom
"
1767550993819,"#11 7.952 Progress (1): 828 BProgress (1): 1.6 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-logging-api/1.1/doxia-logging-api-1.1.pom (1.6 kB at 75 kB/s)
"
1767550993819,"#11 7.959 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus-container-default/1.0-alpha-30/plexus-container-default-1.0-alpha-30.pom
"
1767550993819,"#11 7.975 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-container-default/1.0-alpha-30/plexus-container-default-1.0-alpha-30.pom
"
1767550993819,"#11 7.998 Progress (1): 1.4 kBProgress (1): 3.5 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-container-default/1.0-alpha-30/plexus-container-default-1.0-alpha-30.pom (3.5 kB at 145 kB/s)
"
1767550993819,"#11 8.007 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus-containers/1.0-alpha-30/plexus-containers-1.0-alpha-30.pom
"
1767550993819,"#11 8.024 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-containers/1.0-alpha-30/plexus-containers-1.0-alpha-30.pom
"
1767550993819,"#11 8.043 Progress (1): 1.8 kBProgress (1): 1.9 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-containers/1.0-alpha-30/plexus-containers-1.0-alpha-30.pom (1.9 kB at 95 kB/s)
"
1767550993819,"#11 8.048 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus/1.0.11/plexus-1.0.11.pom
"
1767550993819,"#11 8.066 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/1.0.11/plexus-1.0.11.pom
"
1767550993819,"#11 8.089 Progress (1): 1.2 kBProgress (1): 3.2 kBProgress (1): 5.8 kBProgress (1): 8.6 kBProgress (1): 9.0 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/1.0.11/plexus-1.0.11.pom (9.0 kB at 345 kB/s)
"
1767550993819,"#11 8.098 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus-utils/1.4.5/plexus-utils-1.4.5.pom
"
1767550993819,"#11 8.115 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.4.5/plexus-utils-1.4.5.pom
"
1767550993819,"#11 8.137 Progress (1): 1.2 kBProgress (1): 2.3 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.4.5/plexus-utils-1.4.5.pom (2.3 kB at 98 kB/s)
"
1767550993819,"#11 8.143 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus-classworlds/1.2-alpha-9/plexus-classworlds-1.2-alpha-9.pom
"
1767550993819,"#11 8.160 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-classworlds/1.2-alpha-9/plexus-classworlds-1.2-alpha-9.pom
"
1767550993819,"#11 8.180 Progress (1): 933 BProgress (1): 2.9 kBProgress (1): 3.2 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-classworlds/1.2-alpha-9/plexus-classworlds-1.2-alpha-9.pom (3.2 kB at 140 kB/s)
"
1767550993819,"#11 8.189 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus/1.0.10/plexus-1.0.10.pom
"
1767550993819,"#11 8.205 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/1.0.10/plexus-1.0.10.pom
"
1767550993819,"#11 8.227 Progress (1): 1.6 kBProgress (1): 4.8 kBProgress (1): 7.9 kBProgress (1): 8.2 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/1.0.10/plexus-1.0.10.pom (8.2 kB at 359 kB/s)
"
1767550993819,"#11 8.234 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/maven-error-diagnostics/2.2.1/maven-error-diagnostics-2.2.1.pom
"
1767550993819,"#11 8.252 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-error-diagnostics/2.2.1/maven-error-diagnostics-2.2.1.pom
"
1767550993819,"#11 8.272 Progress (1): 831 BProgress (1): 1.7 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-error-diagnostics/2.2.1/maven-error-diagnostics-2.2.1.pom (1.7 kB at 78 kB/s)
"
1767550993819,"#11 8.279 Downloading from spring-milestone: https://repo.spring.io/libs-release/commons-cli/commons-cli/1.2/commons-cli-1.2.pom
"
1767550993819,"#11 8.296 Downloading from central: https://repo.maven.apache.org/maven2/commons-cli/commons-cli/1.2/commons-cli-1.2.pom
"
1767550993819,"#11 8.316 Progress (1): 836 BProgress (1): 2.3 kBProgress (1): 3.2 kBProgress (1): 5.0 kBProgress (1): 7.5 kBProgress (1): 8.0 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/commons-cli/commons-cli/1.2/commons-cli-1.2.pom (8.0 kB at 363 kB/s)
"
1767550993819,"#11 8.327 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/commons/commons-parent/11/commons-parent-11.pom
"
1767550993819,"#11 8.345 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/11/commons-parent-11.pom
"
1767550993819,"#11 8.366 Progress (1): 821 BProgress (1): 2.1 kBProgress (1): 3.2 kBProgress (1): 7.3 kBProgress (1): 10 kB Progress (1): 13 kBProgress (1): 17 kBProgress (1): 23 kBProgress (1): 25 kBProgress (1): 25 kB                   Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/11/commons-parent-11.pom (25 kB at 1.0 MB/s)
"
1767550993819,"#11 8.375 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/apache/4/apache-4.pom
"
1767550993819,"#11 8.392 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/apache/4/apache-4.pom
"
1767550993819,"#11 8.412 Progress (1): 782 BProgress (1): 2.1 kBProgress (1): 4.2 kBProgress (1): 4.5 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/apache/4/apache-4.pom (4.5 kB at 195 kB/s)
"
1767550993819,"#11 8.421 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/maven-plugin-descriptor/2.2.1/maven-plugin-descriptor-2.2.1.pom
"
1767550993819,"#11 8.440 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-descriptor/2.2.1/maven-plugin-descriptor-2.2.1.pom
"
1767550995835,"#11 8.459 Progress (1): 820 BProgress (1): 2.1 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-descriptor/2.2.1/maven-plugin-descriptor-2.2.1.pom (2.1 kB at 98 kB/s)
"
1767550995835,"#11 8.467 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus-interactivity-api/1.0-alpha-4/plexus-interactivity-api-1.0-alpha-4.pom
"
1767550995835,"#11 8.484 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interactivity-api/1.0-alpha-4/plexus-interactivity-api-1.0-alpha-4.pom
"
1767550995835,"#11 8.508 Progress (1): 1.4 kBProgress (1): 4.2 kBProgress (1): 7.1 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interactivity-api/1.0-alpha-4/plexus-interactivity-api-1.0-alpha-4.pom (7.1 kB at 284 kB/s)
"
1767550995835,"#11 8.516 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/maven-monitor/2.2.1/maven-monitor-2.2.1.pom
"
1767550995835,"#11 8.533 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-monitor/2.2.1/maven-monitor-2.2.1.pom
"
1767550995835,"#11 8.557 Progress (1): 829 BProgress (1): 1.3 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-monitor/2.2.1/maven-monitor-2.2.1.pom (1.3 kB at 47 kB/s)
"
1767550995835,"#11 8.564 Downloading from spring-milestone: https://repo.spring.io/libs-release/classworlds/classworlds/1.1/classworlds-1.1.pom
"
1767550995835,"#11 8.581 Downloading from central: https://repo.maven.apache.org/maven2/classworlds/classworlds/1.1/classworlds-1.1.pom
"
1767550995835,"#11 8.603 Progress (1): 2.1 kBProgress (1): 3.3 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/classworlds/classworlds/1.1/classworlds-1.1.pom (3.3 kB at 145 kB/s)
"
1767550995835,"#11 8.609 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/sonatype/plexus/plexus-sec-dispatcher/1.3/plexus-sec-dispatcher-1.3.pom
"
1767550995835,"#11 8.629 Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/plexus/plexus-sec-dispatcher/1.3/plexus-sec-dispatcher-1.3.pom
"
1767550995835,"#11 8.650 Progress (1): 1.3 kBProgress (1): 3.0 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/plexus/plexus-sec-dispatcher/1.3/plexus-sec-dispatcher-1.3.pom (3.0 kB at 129 kB/s)
"
1767550995835,"#11 8.656 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/sonatype/spice/spice-parent/12/spice-parent-12.pom
"
1767550995835,"#11 8.672 Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/spice/spice-parent/12/spice-parent-12.pom
"
1767550995835,"#11 8.704 Progress (1): 1.2 kBProgress (1): 4.2 kBProgress (1): 6.8 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/spice/spice-parent/12/spice-parent-12.pom (6.8 kB at 206 kB/s)
"
1767550995835,"#11 8.709 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/sonatype/forge/forge-parent/4/forge-parent-4.pom
"
1767550995835,"#11 8.728 Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/forge/forge-parent/4/forge-parent-4.pom
"
1767550995835,"#11 8.748 Progress (1): 1.4 kBProgress (1): 5.8 kBProgress (1): 8.4 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/forge/forge-parent/4/forge-parent-4.pom (8.4 kB at 382 kB/s)
"
1767550995835,"#11 8.755 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus-utils/1.5.5/plexus-utils-1.5.5.pom
"
1767550995835,"#11 8.772 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.5.5/plexus-utils-1.5.5.pom
"
1767550995835,"#11 8.792 Progress (1): 1.3 kBProgress (1): 4.5 kBProgress (1): 5.1 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/1.5.5/plexus-utils-1.5.5.pom (5.1 kB at 234 kB/s)
"
1767550995835,"#11 8.799 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/sonatype/plexus/plexus-cipher/1.4/plexus-cipher-1.4.pom
"
1767550995835,"#11 8.815 Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/plexus/plexus-cipher/1.4/plexus-cipher-1.4.pom
"
1767550995835,"#11 8.839 Progress (1): 1.4 kBProgress (1): 2.1 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/plexus/plexus-cipher/1.4/plexus-cipher-1.4.pom (2.1 kB at 83 kB/s)
"
1767550995835,"#11 8.845 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/reporting/maven-reporting-api/3.0/maven-reporting-api-3.0.pom
"
1767550995835,"#11 8.861 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-api/3.0/maven-reporting-api-3.0.pom
"
1767550995835,"#11 8.882 Progress (1): 814 BProgress (1): 2.4 kBProgress (1): 2.4 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-api/3.0/maven-reporting-api-3.0.pom (2.4 kB at 103 kB/s)
"
1767550995835,"#11 8.888 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/shared/maven-shared-components/15/maven-shared-components-15.pom
"
1767550995835,"#11 8.905 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/15/maven-shared-components-15.pom
"
1767550995835,"#11 8.926 Progress (1): 799 BProgress (1): 3.2 kBProgress (1): 3.2 kBProgress (1): 6.3 kBProgress (1): 9.0 kBProgress (1): 9.3 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/15/maven-shared-components-15.pom (9.3 kB at 424 kB/s)
"
1767550995835,"#11 8.932 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/maven-parent/16/maven-parent-16.pom
"
1767550995835,"#11 8.950 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom
"
1767550995835,"#11 8.972 Progress (1): 746 BProgress (1): 1.9 kBProgress (1): 6.6 kBProgress (1): 11 kB Progress (1): 15 kBProgress (1): 17 kBProgress (1): 21 kBProgress (1): 23 kB                   Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom (23 kB at 1.0 MB/s)
"
1767550995835,"#11 8.980 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/apache/7/apache-7.pom
"
1767550995835,"#11 8.996 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom
"
1767550995835,"#11 9.018 Progress (1): 799 BProgress (1): 2.1 kBProgress (1): 3.2 kBProgress (1): 5.0 kBProgress (1): 10 kB Progress (1): 13 kBProgress (1): 14 kB                   Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom (14 kB at 601 kB/s)
"
1767550995835,"#11 9.025 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/doxia/doxia-sink-api/1.0/doxia-sink-api-1.0.pom
"
1767550995835,"#11 9.042 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.0/doxia-sink-api-1.0.pom
"
1767550995835,"#11 9.069 Progress (1): 821 BProgress (1): 1.4 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.0/doxia-sink-api-1.0.pom (1.4 kB at 50 kB/s)
"
1767550995835,"#11 9.074 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/doxia/doxia/1.0/doxia-1.0.pom
"
1767550995835,"#11 9.090 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia/1.0/doxia-1.0.pom
"
1767550995835,"#11 9.109 Progress (1): 799 BProgress (1): 2.2 kBProgress (1): 3.2 kBProgress (1): 6.1 kBProgress (1): 9.6 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia/1.0/doxia-1.0.pom (9.6 kB at 482 kB/s)
"
1767550995835,"#11 9.114 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/maven-parent/10/maven-parent-10.pom
"
1767550995835,"#11 9.130 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/10/maven-parent-10.pom
"
1767550995835,"#11 9.149 Progress (1): 808 BProgress (1): 2.0 kBProgress (1): 4.1 kBProgress (1): 8.4 kBProgress (1): 12 kB Progress (1): 15 kBProgress (1): 18 kBProgress (1): 23 kBProgress (1): 28 kBProgress (1): 32 kB                   Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/10/maven-parent-10.pom (32 kB at 1.5 MB/s)
"
1767550995835,"#11 9.157 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/reporting/maven-reporting-impl/2.2/maven-reporting-impl-2.2.pom
"
1767550995835,"#11 9.179 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-impl/2.2/maven-reporting-impl-2.2.pom
"
1767550995835,"#11 9.198 Progress (1): 819 BProgress (1): 2.3 kBProgress (1): 4.7 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/reporting/maven-reporting-impl/2.2/maven-reporting-impl-2.2.pom (4.7 kB at 225 kB/s)
"
1767550995835,"#11 9.205 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/shared/maven-shared-components/17/maven-shared-components-17.pom
"
1767550995835,"#11 9.222 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/17/maven-shared-components-17.pom
"
1767550995835,"#11 9.245 Progress (1): 811 BProgress (1): 3.2 kBProgress (1): 6.1 kBProgress (1): 8.2 kBProgress (1): 8.7 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/17/maven-shared-components-17.pom (8.7 kB at 363 kB/s)
"
1767550995835,"#11 9.252 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/doxia/doxia-sink-api/1.2/doxia-sink-api-1.2.pom
"
1767550995835,"#11 9.270 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.2/doxia-sink-api-1.2.pom
"
1767550995835,"#11 9.292 Progress (1): 821 BProgress (1): 1.6 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-sink-api/1.2/doxia-sink-api-1.2.pom (1.6 kB at 68 kB/s)
"
1767550995835,"#11 9.301 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/doxia/doxia/1.2/doxia-1.2.pom
"
1767550995835,"#11 9.318 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia/1.2/doxia-1.2.pom
"
1767550995835,"#11 9.351 Progress (1): 798 BProgress (1): 2.2 kBProgress (1): 3.2 kBProgress (1): 5.6 kBProgress (1): 11 kB Progress (1): 14 kBProgress (1): 18 kBProgress (1): 19 kB                   Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia/1.2/doxia-1.2.pom (19 kB at 523 kB/s)
"
1767550995835,"#11 9.358 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/maven-parent/19/maven-parent-19.pom
"
1767550995835,"#11 9.376 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/19/maven-parent-19.pom
"
1767550995835,"#11 9.401 Progress (1): 737 BProgress (1): 1.9 kBProgress (1): 6.5 kBProgress (1): 11 kB Progress (1): 15 kBProgress (1): 18 kBProgress (1): 21 kBProgress (1): 24 kBProgress (1): 25 kB                   Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/19/maven-parent-19.pom (25 kB at 893 kB/s)
"
1767550995835,"#11 9.410 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/apache/9/apache-9.pom
"
1767550995835,"#11 9.426 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/apache/9/apache-9.pom
"
1767550995835,"#11 9.449 Progress (1): 785 BProgress (1): 2.0 kBProgress (1): 3.9 kBProgress (1): 4.1 kBProgress (1): 7.2 kBProgress (1): 11 kB Progress (1): 15 kBProgress (1): 15 kB                   Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/apache/9/apache-9.pom (15 kB at 606 kB/s)
"
1767550995835,"#11 9.457 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/doxia/doxia-logging-api/1.2/doxia-logging-api-1.2.pom
"
1767550995835,"#11 9.473 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-logging-api/1.2/doxia-logging-api-1.2.pom
"
1767550995835,"#11 9.495 Progress (1): 821 BProgress (1): 1.6 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-logging-api/1.2/doxia-logging-api-1.2.pom (1.6 kB at 69 kB/s)
"
1767550995835,"#11 9.504 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/apache/maven/doxia/doxia-core/1.2/doxia-core-1.2.pom
"
1767550995835,"#11 9.525 Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-core/1.2/doxia-core-1.2.pom
"
1767550995835,"#11 9.545 Progress (1): 791 BProgress (1): 2.8 kBProgress (1): 4.0 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/doxia/doxia-core/1.2/doxia-core-1.2.pom (4.0 kB at 180 kB/s)
"
1767550995835,"#11 9.554 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus-utils/2.0.5/plexus-utils-2.0.5.pom
"
1767550995835,"#11 9.571 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/2.0.5/plexus-utils-2.0.5.pom
"
1767550995835,"#11 9.593 Progress (1): 810 BProgress (1): 2.5 kBProgress (1): 3.3 kB                    Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/2.0.5/plexus-utils-2.0.5.pom (3.3 kB at 145 kB/s)
"
1767550995835,"#11 9.598 Downloading from spring-milestone: https://repo.spring.io/libs-release/org/codehaus/plexus/plexus/2.0.6/plexus-2.0.6.pom
"
1767550995835,"#11 9.615 Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/2.0.6/plexus-2.0.6.pom
"
